,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,complex_word_count,word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_whole_report
45,,,,,,,18,4,0.6363646363636364,28.294176706827308,0.17624167583359945,11.388167353064363,149,43214,17,0,0.0004165316795482945,9.256259545517657e-05,0.0003933910306845004,0.0,
46,,,,,,,18,4,0.6363646363636364,25.30841121495327,2.7511078286558344,11.223807617443642,149,3491,17,0,0.005156115726152965,0.0011458034947006588,0.0048696648524778,0.0,
47,,,,,,,18,4,0.6363646363636364,26.320121951219512,0.86296768214989,10.873235853347762,149,9271,17,0,0.0019415381296516018,0.00043145291770035595,0.0018336749002265129,0.0,
48,,,,,,,18,4,0.6363646363636364,24.44965277777778,1.0580132074131932,10.203066394076389,149,7805,17,0,0.0023062139654067906,0.0005124919923126201,0.0021780909673286353,0.0,
49,,,,,,,18,4,0.6363646363636364,24.825454545454544,0.545627654899663,10.148432880141684,149,16196,17,0,0.001111385527290689,0.0002469745616201531,0.0010496418868856509,0.0,
50,,,,,,,18,4,0.6363646363636364,33.357142857142854,15.952890792291221,19.72401345977363,149,502,17,0,0.035856573705179286,0.00796812749003984,0.03386454183266932,0.0,
51,,,,,,,18,4,0.6363646363636364,22.893023255813954,3.027224705404307,10.368099184487306,149,3124,17,0,0.005761843790012804,0.0012804097311139564,0.005441741357234315,0.0,
52,,,,,,,18,4,0.6363646363636364,22.6734693877551,2.235223522352235,9.963477164042935,149,4202,17,0,0.004283674440742504,0.0009519276534983341,0.00404569252736792,0.0,
53,,,,,,,18,4,0.6363646363636364,28.536960985626283,0.5360676380644,11.629211449476273,149,15998,17,0,0.0011251406425803225,0.00025003125390673836,0.001062632829103638,0.0,
54,,,,,,,18,4,0.6363646363636364,23.839094650205762,0.1286057069861382,9.587080142876761,149,63029,17,0,0.00028558282695267256,6.346285043392724e-05,0.0002697171143441908,0.0,
55,,,,,,,18,4,0.6363646363636364,32.77225130890052,1.1901909098170782,13.58497688748704,149,6924,17,0,0.0025996533795493936,0.0005777007510109763,0.002455228191796649,0.0,
56,,,,,,,18,4,0.6363646363636364,34.25065274151436,0.3786146262133455,13.851706947091083,149,20500,17,0,0.0008780487804878049,0.0001951219512195122,0.0008292682926829268,0.0,
57,,,,,,,18,4,0.6363646363636364,31.2125,0.7458950740889067,12.783358029635563,149,10881,17,0,0.0016542597187758478,0.00036761327083907727,0.0015623564010660786,0.0,
58,,,,,,,18,4,0.6363646363636364,30.82300884955752,4.277921332184898,14.040372072696968,149,2066,17,0,0.008712487899322363,0.001936108422071636,0.008228460793804453,0.0,
59,,,,,,,18,4,0.6363646363636364,27.721189591078065,0.3330204282329802,11.22168400772442,149,24962,17,0,0.0007210960660203509,0.00016024357022674467,0.0006810351734636647,0.0,
60,,,,,,,18,4,0.6363646363636364,31.952618453865338,1.162881448528838,13.246199960957671,149,7102,17,0,0.0025344973246972683,0.000563221627710504,0.0023936919177696423,0.0,
61,,,,,,,18,4,0.6363646363636364,46.592525773195874,0.08242107766941956,18.66997874034612,149,113280,17,0,0.00015889830508474575,3.531073446327684e-05,0.00015007062146892656,0.0,
62,,,,,,,18,4,0.6363646363636364,85.21653543307086,0.13767613767613768,34.1416846282988,149,70430,17,0,0.0002555729092716172,5.679397983813716e-05,0.00024137441431208292,0.0,
